Event Title,ID,Tagged Page,"Jun 1, 2025","Jul 1, 2025","Aug 1, 2025","Sep 1, 2025","Oct 1, 2025","Nov 1, 2025","Dec 1, 2025","Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,751_prod,Project Settings - Staff Management,0,0,0,9,1,1,0,0,0,0,0,0,0,0.85,11.0,0.0
Page View - Total Sessions,751_prod,Purchaser Portal,0,0,0,5,0,6,0,0,0,0,0,0,0,0.85,11.0,0.0
Page View - Total Sessions,751_prod,Open and Sign Documents,0,0,0,0,0,9,0,0,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,751_prod,Project Settings - General,0,0,0,7,1,1,0,0,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,751_prod,Selection Worksheets,0,0,0,8,0,0,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Options - Map Options,0,0,0,6,1,1,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Profile Questions,0,0,0,7,1,0,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Templates - Emails,0,0,0,7,0,1,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,751_prod,Contracts - Disclosures & Amendments,0,0,0,4,1,2,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Realtor Commission,0,0,0,7,0,0,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,751_prod,Sales Center - Reserved Listings,0,0,0,1,1,4,0,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,751_prod,Purchase Requests,0,0,0,4,0,1,1,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,5,0,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Documents - Manual Upload,0,0,0,5,0,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Templates - Addenda,0,0,0,4,0,1,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,751_prod,Leads dashboard,0,0,0,4,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,751_prod,Payments Reporting (Legacy),0,0,0,3,0,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,751_prod,Project Settings - New Deal Setup,0,0,0,2,2,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Documents - Order & Visibility,0,0,0,3,0,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Price Model - Grid Placement,0,0,0,3,0,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Templates - Automated Emails,0,0,0,4,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,751_prod,Deposit Reporting (Legacy),0,0,0,2,0,1,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Email Sent Log,0,0,0,2,1,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Post-Sale Deposit Report,0,0,0,3,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,3,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Project Settings - CRM,0,0,0,3,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,3,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Webhooks,0,0,0,3,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,751_prod,Closing,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Documents,0,0,0,1,1,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Excel Reporting,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Sales Grid,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Subjects Reporting,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Post-Sale Payment Report,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Project Settings - Marketing Assets - Floor Plates,0,0,0,2,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,751_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,751_prod,Leads forms,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,751_prod,Setting - Sync to CRM,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,751_prod,Setting - System Override,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,751_prod,Purchaser Realtor Reporting,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,751_prod,Rescissions Reporting,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,399_prod,Untagged Pages,1,47,35,13,29,28,46,30,4,19,12,4,0,20.62,268.0,19.0
Page View - Total Sessions,399_prod,Purchaser Portal,0,25,17,5,18,13,18,13,3,0,0,0,0,8.62,112.0,5.0
Page View - Total Sessions,399_prod,Dashboard (test),1,17,9,6,7,12,16,15,1,2,7,3,0,7.38,96.0,7.0
Page View - Total Sessions,399_prod,Contracts Dashboard,1,17,9,6,7,12,16,15,1,0,0,0,0,6.46,84.0,6.0
Page View - Total Sessions,399_prod,Document: Developer Sign,0,7,3,2,3,6,9,5,1,2,2,2,0,3.23,42.0,2.0
Page View - Total Sessions,399_prod,Excel Reporting,1,8,3,3,3,2,2,5,1,0,0,0,0,2.15,28.0,2.0
Page View - Total Sessions,399_prod,Contracts - Deal Summary,0,8,3,1,2,3,4,4,0,0,1,0,0,2.0,26.0,1.0
Page View - Total Sessions,241_qa,Untagged Pages,2,68,28,20,25,10,0,4,2,18,15,18,10,16.92,220.0,15.0
Page View - Total Sessions,241_qa,Dashboard (test),1,43,16,17,24,9,0,4,1,20,15,14,4,12.92,168.0,14.0
Page View - Total Sessions,241_qa,Contracts - Deal Summary,0,14,8,0,9,2,0,3,1,4,3,9,0,4.08,53.0,3.0
Page View - Total Sessions,241_qa,Document: Developer Sign,0,8,1,0,8,1,0,2,0,0,0,11,0,2.38,31.0,0.0
Page View - Total Sessions,241_qa,Project Settings,0,10,3,3,3,1,0,2,0,3,0,0,1,2.0,26.0,1.0
Page View - Total Sessions,241_qa,Project Settings - Dashboard,0,10,3,3,3,1,0,2,0,3,0,0,1,2.0,26.0,1.0
Page View - Total Sessions,241_qa,Realtor Portal,0,7,10,2,0,0,0,0,0,1,0,0,0,1.54,20.0,0.0
Page View - Total Sessions,241_qa,New Deal grid ,0,11,6,1,0,0,0,0,0,0,0,0,0,1.38,18.0,0.0
Page View - Total Sessions,241_qa,Document: Sign in Person,0,7,0,0,5,1,0,2,0,0,0,1,0,1.23,16.0,0.0
Page View - Total Sessions,241_qa,Open and Sign Documents,0,0,0,0,4,1,0,0,0,0,0,8,0,1.0,13.0,0.0
Page View - Total Sessions,241_qa,Leads dashboard,0,7,2,0,0,0,0,0,0,0,1,0,0,0.77,10.0,0.0
Page View - Total Sessions,241_qa,Project Settings - Staff Management,0,3,2,1,0,0,0,2,0,2,0,0,0,0.77,10.0,0.0
Page View - Total Sessions,241_qa,Worksheet Submissions,0,1,0,6,0,1,0,0,0,1,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,241_qa,Contracts - Disclosures & Amendments,0,2,2,0,0,0,0,0,0,1,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,241_qa,Account/Developer/SettingBuildingNew,0,0,3,0,0,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,241_qa,Leads forms,0,4,0,0,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,241_qa,Project Settings - Listing Setup,0,0,3,0,0,1,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,241_qa,Leads - View Contact Details,0,2,1,0,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,241_qa,Setting - Sync to CRM,0,0,3,0,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,241_qa,Contracts - Reporting - Sales Rep Performance,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,241_qa,Sales Center - Reserved Listings,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,241_qa,Setting - System Override,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,241_qa,Project Settings - CRM,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Untagged Pages,0,0,0,0,0,0,0,0,13,53,46,51,14,13.62,177.0,0.0
Page View - Total Sessions,8_development,Contracts - Deal Summary,0,0,0,0,0,0,0,0,12,32,23,31,10,8.31,108.0,0.0
Page View - Total Sessions,8_development,Dashboard (test),0,0,0,0,0,0,0,0,9,18,18,22,4,5.46,71.0,0.0
Page View - Total Sessions,8_development,Project Settings,0,0,0,0,0,0,0,0,4,17,9,26,3,4.54,59.0,0.0
Page View - Total Sessions,8_development,Document: Sign in Person,0,0,0,0,0,0,0,0,5,23,5,14,0,3.62,47.0,0.0
Page View - Total Sessions,8_development,Document: Developer Sign,0,0,0,0,0,0,0,0,3,11,10,18,1,3.31,43.0,0.0
Page View - Total Sessions,8_development,Project Settings - Dashboard,0,0,0,0,0,0,0,0,2,10,7,16,2,2.85,37.0,0.0
Page View - Total Sessions,8_development,Documents/Addenda/Contract,0,0,0,0,0,0,0,0,2,11,7,12,0,2.46,32.0,0.0
Page View - Total Sessions,8_development,Leads dashboard,0,0,0,0,0,0,0,0,0,2,0,5,1,0.62,8.0,0.0
Page View - Total Sessions,8_development,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,0,0,0,0,2,1,1,0.31,4.0,0.0
Page View - Total Sessions,8_development,Open and Sign Documents,0,0,0,0,0,0,0,0,0,3,1,0,0,0.31,4.0,0.0
Page View - Total Sessions,8_development,Leads - View Contact Details,0,0,0,0,0,0,0,0,0,0,0,3,0,0.23,3.0,0.0
Page View - Total Sessions,8_development,Project Settings - Email,0,0,0,0,0,0,0,0,1,1,0,1,0,0.23,3.0,0.0
Page View - Total Sessions,8_development,Project Settings - Listing Setup,0,0,0,0,0,0,0,0,0,0,2,0,1,0.23,3.0,0.0
Page View - Total Sessions,8_development,Project Settings - Staff Management,0,0,0,0,0,0,0,0,1,1,0,0,1,0.23,3.0,0.0
Page View - Total Sessions,8_development,Worksheet Submissions,0,0,0,0,0,0,0,0,0,1,2,0,0,0.23,3.0,0.0
Page View - Total Sessions,8_development,DepositStructures,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Sales Center - Reserved Listings,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,0,0,0,0,0,1,1,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Project Settings - General,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Project Settings - Profile Questions,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Project Settings - Realtor Commission,0,0,0,0,0,0,0,0,1,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Project Settings - Templates - Emails,0,0,0,0,0,0,0,0,1,0,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,8_development,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Demand Analytics,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Project Settings - Marketing Assets - Floor Plates,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Project Settings - Price Model - Color & Custom Status,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Project Settings - Templates - Automated Emails,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,8_development,Project Settings - Templates - Addenda,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,742_prod,Untagged Pages,0,0,24,24,6,16,7,16,1,0,0,0,0,7.23,94.0,1.0
Page View - Total Sessions,742_prod,Contracts Dashboard,0,0,22,24,6,12,6,15,1,0,0,0,0,6.62,86.0,1.0
Page View - Total Sessions,742_prod,Dashboard (test),0,0,22,24,6,12,6,15,1,0,0,0,0,6.62,86.0,1.0
Page View - Total Sessions,742_prod,Contracts - Deal Summary,0,0,12,20,4,11,4,8,0,0,0,0,0,4.54,59.0,0.0
Page View - Total Sessions,742_prod,Deal Finder,0,0,10,19,4,11,4,6,0,0,0,0,0,4.15,54.0,0.0
Page View - Total Sessions,742_prod,Document: Developer Sign,0,0,7,9,2,8,3,3,0,0,0,0,0,2.46,32.0,0.0
Page View - Total Sessions,742_prod,Document: Sign in Person,0,0,7,6,1,7,1,4,0,0,0,0,0,2.0,26.0,0.0
Page View - Total Sessions,742_prod,New Deal,0,0,8,6,0,5,0,4,0,0,0,0,0,1.77,23.0,0.0
Page View - Total Sessions,742_prod,Sales Grid,0,0,5,7,0,6,2,3,0,0,0,0,0,1.77,23.0,0.0
Page View - Total Sessions,742_prod,Price model,0,0,12,9,1,1,0,0,0,0,0,0,0,1.77,23.0,0.0
Page View - Total Sessions,742_prod,Closing,0,0,7,3,0,3,0,0,0,0,0,0,0,1.0,13.0,0.0
Page View - Total Sessions,742_prod,Project Settings,0,0,4,4,0,1,1,3,0,0,0,0,0,1.0,13.0,0.0
Page View - Total Sessions,742_prod,New Deal grid ,0,0,6,5,0,0,0,0,0,0,0,0,0,0.85,11.0,0.0
Page View - Total Sessions,742_prod,Setting - System Override,0,0,2,3,0,0,1,3,0,0,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,742_prod,Leads dashboard,0,0,4,2,1,0,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,742_prod,Project Settings - Dashboard,0,0,3,1,0,1,0,2,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,742_prod,Open and Sign Documents,0,0,0,0,0,4,0,2,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,742_prod,Listings,0,0,1,1,1,0,0,3,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,742_prod,Sales Center - Reserved Listings,0,0,1,3,0,1,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,742_prod,Project Settings - Documents - Manual Upload,0,0,3,0,0,1,0,1,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,742_prod,Excel Reporting,0,0,1,0,1,0,0,2,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,742_prod,Selection Worksheets,0,0,2,1,0,0,0,0,0,0,0,0,0,0.23,3.0,0.0
Page View - Total Sessions,742_prod,Sales Grid Settings,0,0,0,0,0,0,1,1,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,742_prod,Post-Sale Deposit Report,0,0,0,0,1,1,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,742_prod,Purchaser Portal,0,0,0,0,0,1,1,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,742_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,742_prod,Documents,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,742_prod,Project Settings - General,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,742_prod,Project Settings - Listing Setup,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,742_prod,Rescissions Reporting,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,376_prod,Untagged Pages,2,23,14,12,12,14,13,16,29,32,20,12,16,16.54,215.0,14.0
Page View - Total Sessions,376_prod,Contracts - Deal Summary,1,15,9,6,9,8,5,3,22,23,13,8,7,9.92,129.0,8.0
Page View - Total Sessions,376_prod,Dashboard (test),1,10,9,6,6,8,7,1,9,4,7,1,1,5.38,70.0,6.0
Page View - Total Sessions,376_prod,Contracts Dashboard,1,10,9,6,6,8,7,1,9,1,0,0,0,4.46,58.0,6.0
Page View - Total Sessions,376_prod,Deal Finder,0,5,9,5,5,8,5,1,10,5,0,0,0,4.08,53.0,5.0
Page View - Total Sessions,376_prod,Price model,2,9,1,2,5,0,0,0,0,0,0,0,0,1.46,19.0,0.0
Page View - Total Sessions,376_prod,Document: Developer Sign,0,3,2,0,3,2,1,0,2,1,2,1,0,1.31,17.0,1.0
Page View - Total Sessions,376_prod,Purchaser Portal,0,1,1,3,2,2,1,4,0,0,0,0,0,1.08,14.0,1.0
Page View - Total Sessions,376_prod,Excel Reporting,0,1,0,1,2,1,2,2,2,2,0,0,0,1.0,13.0,1.0
Page View - Total Sessions,376_prod,Document: Sign in Person,0,1,2,0,0,0,1,0,0,0,1,0,0,0.38,5.0,0.0
Page View - Total Sessions,376_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,376_prod,Email Sent Log,0,1,0,0,0,0,0,0,1,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,376_prod,Documents,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,376_prod,Leads dashboard,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,376_prod,Sales Grid,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,376_prod,Project Settings,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,376_prod,Project Settings - Dashboard,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,544_prod,Untagged Pages,6,18,22,19,6,1,1,9,17,12,13,20,8,11.69,152.0,12.0
Page View - Total Sessions,544_prod,Dashboard (test),6,16,19,17,6,2,1,6,15,8,17,15,8,10.46,136.0,8.0
Page View - Total Sessions,544_prod,Contracts - Deal Summary,1,11,16,10,6,1,1,5,14,6,11,10,3,7.31,95.0,6.0
Page View - Total Sessions,544_prod,Contracts Dashboard,6,16,19,17,6,2,1,6,15,3,0,0,0,7.0,91.0,6.0
Page View - Total Sessions,544_prod,Document: Developer Sign,1,9,13,5,3,1,1,3,7,4,2,6,0,4.23,55.0,3.0
Page View - Total Sessions,544_prod,Deal Finder,0,2,5,4,3,0,0,3,9,2,0,0,0,2.15,28.0,2.0
Page View - Total Sessions,544_prod,Purchaser Realtor Reporting,0,1,6,1,0,1,0,2,1,1,0,0,0,1.0,13.0,1.0
Page View - Total Sessions,544_prod,Purchaser Portal,0,0,0,2,0,0,0,0,3,4,0,0,0,0.69,9.0,0.0
Page View - Total Sessions,544_prod,Project Settings,0,1,0,0,0,0,0,0,0,0,1,1,2,0.38,5.0,0.0
Page View - Total Sessions,544_prod,Document: Sign in Person,0,0,0,0,0,0,0,0,3,0,1,0,0,0.31,4.0,0.0
Page View - Total Sessions,544_prod,Project Settings - Dashboard,0,1,0,0,0,0,0,0,0,0,0,0,2,0.23,3.0,0.0
Page View - Total Sessions,544_prod,New Deal,0,0,0,0,0,0,0,0,2,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,544_prod,Setting - System Override,0,0,0,0,0,0,0,0,0,0,1,1,0,0.15,2.0,0.0
Page View - Total Sessions,544_prod,Email Sent Log,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,544_prod,Project Settings - Marketing Assets - Floor Plans,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,544_prod,Project Settings - New Deal Setup,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,544_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,544_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,1.0,0.0
Page View - Total Sessions,544_prod,Purchase Requests,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,583_prod,Untagged Pages,58,41,14,5,83,66,15,18,15,11,4,5,0,25.77,335.0,15.0
Page View - Total Sessions,583_prod,Purchaser Portal,54,35,10,2,75,57,15,10,5,1,0,0,0,20.31,264.0,10.0
Page View - Total Sessions,302_prod,Untagged Pages,3,28,23,41,20,3,52,36,38,10,4,1,2,20.08,261.0,20.0
Page View - Total Sessions,302_prod,Purchaser Portal,2,14,10,13,8,1,41,32,33,7,0,0,0,12.38,161.0,8.0
Page View - Total Sessions,302_prod,Dashboard (test),0,11,12,13,10,2,2,2,3,0,2,1,1,4.54,59.0,2.0
Page View - Total Sessions,302_prod,Contracts Dashboard,0,11,12,13,10,2,2,2,3,0,0,0,0,4.23,55.0,2.0
Page View - Total Sessions,302_prod,Excel Reporting,0,6,6,3,3,0,1,1,1,0,0,0,0,1.62,21.0,1.0
Page View - Total Sessions,302_prod,Contracts - Deal Summary,0,3,2,1,1,1,0,0,2,0,2,1,1,1.08,14.0,1.0
Page View - Total Sessions,302_prod,New Deal,0,1,1,3,0,2,0,1,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,302_prod,Document: Developer Sign,0,1,1,0,0,0,0,0,1,0,2,1,1,0.54,7.0,0.0
Page View - Total Sessions,302_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,302_prod,Listings,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,302_prod,Price model,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,302_prod,Purchaser Realtor Reporting,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,490_prod,Untagged Pages,0,1,3,18,94,63,77,26,3,14,21,10,1,25.46,331.0,14.0
Page View - Total Sessions,490_prod,Purchaser Portal,0,1,0,10,75,56,71,23,2,7,0,0,0,18.85,245.0,2.0
Page View - Total Sessions,318_prod,Untagged Pages,11,9,18,33,5,8,12,10,9,6,2,2,1,9.69,126.0,9.0
Page View - Total Sessions,318_prod,Contracts - Deal Summary,10,16,22,38,3,2,0,0,1,0,0,0,0,7.08,92.0,1.0
Page View - Total Sessions,318_prod,Contracts Dashboard,6,11,20,23,1,1,0,0,1,0,0,0,0,4.85,63.0,1.0
Page View - Total Sessions,318_prod,Dashboard (test),6,11,20,23,1,1,0,0,1,0,0,0,0,4.85,63.0,1.0
Page View - Total Sessions,318_prod,Purchaser Portal,4,2,1,14,2,4,11,9,8,4,0,0,0,4.54,59.0,4.0
Page View - Total Sessions,318_prod,Document: Developer Sign,11,9,8,28,0,0,0,0,0,0,0,0,0,4.31,56.0,0.0
Page View - Total Sessions,318_prod,Deal Finder,4,9,17,16,0,1,0,0,0,0,0,0,0,3.62,47.0,0.0
Page View - Total Sessions,318_prod,New Deal,0,3,2,2,1,0,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,318_prod,New Deal grid ,0,3,2,2,1,0,0,0,0,0,0,0,0,0.62,8.0,0.0
Page View - Total Sessions,318_prod,Price model,0,2,3,2,0,0,0,0,0,0,0,0,0,0.54,7.0,0.0
Page View - Total Sessions,318_prod,Document: Sign in Person,0,4,2,0,0,0,0,0,0,0,0,0,0,0.46,6.0,0.0
Page View - Total Sessions,318_prod,Excel Reporting,0,1,1,3,0,0,0,0,0,0,0,0,0,0.38,5.0,0.0
Page View - Total Sessions,318_prod,Listings,0,3,0,1,0,0,0,0,0,0,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,318_prod,Documents,1,1,0,0,0,0,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,318_prod,Contracts - Disclosures & Amendments,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,318_prod,Email Sent Log,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Untagged Pages,1,23,11,13,12,5,4,5,7,5,18,26,9,10.69,139.0,9.0
Page View - Total Sessions,194_prod,Contracts - Deal Summary,1,20,12,7,9,3,5,4,2,5,7,18,7,7.69,100.0,7.0
Page View - Total Sessions,194_prod,Dashboard (test),1,22,10,9,10,3,3,3,6,4,11,17,1,7.69,100.0,6.0
Page View - Total Sessions,194_prod,Contracts Dashboard,1,22,10,9,10,3,3,3,6,3,0,0,0,5.38,70.0,3.0
Page View - Total Sessions,194_prod,Document: Developer Sign,0,7,7,4,5,2,4,2,2,1,4,9,4,3.92,51.0,4.0
Page View - Total Sessions,194_prod,Deal Finder,1,18,8,4,5,2,2,2,1,3,0,0,0,3.54,46.0,2.0
Page View - Total Sessions,194_prod,Price model,0,5,0,6,3,0,0,0,0,0,0,0,0,1.08,14.0,0.0
Page View - Total Sessions,194_prod,Document: Sign in Person,0,0,0,1,1,1,0,0,0,1,0,0,0,0.31,4.0,0.0
Page View - Total Sessions,194_prod,Project Settings,0,0,0,0,0,1,0,0,0,0,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,194_prod,Project Settings - Dashboard,0,0,0,0,0,1,0,0,0,0,0,1,0,0.15,2.0,0.0
Page View - Total Sessions,194_prod,Purchaser Realtor Reporting,0,0,0,0,1,1,0,0,0,0,0,0,0,0.15,2.0,0.0
Page View - Total Sessions,194_prod,Contracts - Disclosures & Amendments,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Documents,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,1.0,0.0
Page View - Total Sessions,194_prod,Excel Reporting,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08,1.0,0.0
