Event Title,ID,Tagged Page,"Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,755_prod,Dashboard (test),15,19,18,9,5,10,12.67,76.0,12.5
Page View - Total Sessions,755_prod,Contracts Dashboard,15,19,9,0,0,0,7.17,43.0,4.5
Page View - Total Sessions,755_prod,Contracts - Deal Summary,9,9,5,2,0,2,4.5,27.0,3.5
Page View - Total Sessions,755_prod,Document: Developer Sign,5,6,2,1,0,2,2.67,16.0,2.0
Page View - Total Sessions,755_prod,Deal Finder,6,7,0,0,0,0,2.17,13.0,0.0
Page View - Total Sessions,755_prod,Purchaser Portal,3,9,1,0,0,0,2.17,13.0,0.5
Page View - Total Sessions,755_prod,Document: Sign in Person,5,2,3,0,0,0,1.67,10.0,1.0
Page View - Total Sessions,755_prod,Contracts - Reporting - Sales Rep Performance,3,0,1,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,755_prod,Excel Reporting,3,1,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,755_prod,New Deal,2,2,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,755_prod,Open and Sign Documents,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,755_prod,Listings,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,755_prod,Project Settings,0,1,0,1,0,1,0.5,3.0,0.5
Page View - Total Sessions,755_prod,Project Settings - Dashboard,0,1,0,1,0,1,0.5,3.0,0.5
Page View - Total Sessions,755_prod,Project Settings - Staff Management,0,1,0,1,0,1,0.5,3.0,0.5
Page View - Total Sessions,755_prod,Purchaser Realtor Reporting,1,2,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,755_prod,Deposit Reporting (Legacy),1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,755_prod,Contracts - Disclosures & Amendments,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,755_prod,Subjects Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,755_prod,Payments Reporting (Legacy),1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,755_prod,Project Settings - Price Model - Grid Placement,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,755_prod,Rescissions Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,143_prod,Untagged Pages,69,10,8,32,46,29,32.33,194.0,30.5
Page View - Total Sessions,143_prod,Purchaser Portal,51,3,0,0,0,0,9.0,54.0,0.0
Page View - Total Sessions,143_prod,Document: Sign in Person,5,3,1,2,4,9,4.0,24.0,3.5
Page View - Total Sessions,143_prod,Dashboard (test),1,0,0,0,1,18,3.33,20.0,0.5
Page View - Total Sessions,143_prod,Contracts - Deal Summary,0,0,0,0,0,12,2.0,12.0,0.0
Page View - Total Sessions,143_prod,Document: Developer Sign,0,0,0,0,0,7,1.17,7.0,0.0
Page View - Total Sessions,143_prod,Project Settings,1,0,0,0,0,2,0.5,3.0,0.0
Page View - Total Sessions,143_prod,Project Settings - Dashboard,1,0,0,0,0,2,0.5,3.0,0.0
Page View - Total Sessions,143_prod,Project Settings - Staff Management,1,0,0,0,0,2,0.5,3.0,0.0
Page View - Total Sessions,143_prod,Open and Sign Documents,0,0,0,0,0,2,0.33,2.0,0.0
Page View - Total Sessions,143_prod,Contracts Dashboard,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,143_prod,Account/Developer/SettingBuildingNew,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,143_prod,New Deal,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,143_prod,Project Settings - Listing Setup,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,143_prod,Project Settings - Templates - Automated Emails,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,143_prod,Project Settings - Templates - Addenda,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,143_prod,Project Settings - Templates - Emails,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,513_prod,Untagged Pages,7,5,44,38,13,2,18.17,109.0,10.0
Page View - Total Sessions,513_prod,Contracts - Deal Summary,2,1,32,21,8,1,10.83,65.0,5.0
Page View - Total Sessions,513_prod,Dashboard (test),2,1,30,19,9,1,10.33,62.0,5.5
Page View - Total Sessions,513_prod,Document: Sign in Person,2,1,20,11,5,1,6.67,40.0,3.5
Page View - Total Sessions,513_prod,Contracts Dashboard,2,1,17,0,0,0,3.33,20.0,0.5
Page View - Total Sessions,513_prod,Purchaser Portal,5,4,1,0,0,0,1.67,10.0,0.5
Page View - Total Sessions,513_prod,Document: Developer Sign,0,0,3,1,1,0,0.83,5.0,0.5
Page View - Total Sessions,513_prod,Deal Finder,1,1,3,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,513_prod,Open and Sign Documents,0,0,3,1,0,0,0.67,4.0,0.0
Page View - Total Sessions,513_prod,New Deal,0,1,3,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,513_prod,Contracts - Disclosures & Amendments,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,513_prod,Documents,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Untagged Pages,94,3,29,4,3,4,22.83,137.0,4.0
Page View - Total Sessions,401_prod,Purchaser Portal,66,1,13,0,0,0,13.33,80.0,0.5
Page View - Total Sessions,401_prod,Contracts Dashboard,12,0,1,0,0,0,2.17,13.0,0.0
Page View - Total Sessions,401_prod,Dashboard (test),12,0,1,0,0,0,2.17,13.0,0.0
Page View - Total Sessions,401_prod,Document: Sign in Person,9,0,0,0,0,0,1.5,9.0,0.0
Page View - Total Sessions,401_prod,Contracts - Deal Summary,7,0,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,401_prod,Project Settings,5,0,1,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Dashboard,5,0,1,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Templates - Emails,4,0,1,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,401_prod,Excel Reporting,2,2,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,401_prod,Document: Developer Sign,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,401_prod,Account/Developer/SettingBuildingNew,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,Deal Finder,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,New Deal,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Options - Map Options,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Documents - Manual Upload,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Listing Setup,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Templates - Addenda,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,401_prod,Contracts - Disclosures & Amendments,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Documents,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Deposit Reporting (Legacy),1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Email Sent Log,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Listings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Documents - Order & Visibility,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Email,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Staff Management,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Project Settings - Templates - Automated Emails,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Purchase Requests,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,401_prod,Purchaser Realtor Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Untagged Pages,7,6,19,29,23,6,15.0,90.0,13.0
Page View - Total Sessions,738_prod,Dashboard (test),5,6,12,21,15,5,10.67,64.0,9.0
Page View - Total Sessions,738_prod,Contracts - Deal Summary,4,6,11,17,13,3,9.0,54.0,8.5
Page View - Total Sessions,738_prod,Document: Sign in Person,2,5,4,14,10,1,6.0,36.0,4.5
Page View - Total Sessions,738_prod,Contracts Dashboard,5,6,9,0,0,0,3.33,20.0,2.5
Page View - Total Sessions,738_prod,Document: Developer Sign,2,1,6,5,1,2,2.83,17.0,2.0
Page View - Total Sessions,738_prod,Purchaser Portal,0,0,5,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,738_prod,Contracts - Disclosures & Amendments,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,738_prod,New Deal,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,738_prod,Sales Grid,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,738_prod,Project Settings,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,738_prod,Project Settings - Dashboard,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,738_prod,Contracts - Reporting - Sales Rep Performance,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Account/Developer/SettingBuildingNew,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Demographics Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Excel Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Listings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Sales Grid Settings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Post-Sale Deposit Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Post-Sale Payment Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Project Settings - Options - Map Options,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Project Settings - General,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Project Settings - Listing Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,738_prod,Purchase Requests,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,139_prod,Contracts - Deal Summary,8,11,27,5,3,8,10.33,62.0,8.0
Page View - Total Sessions,139_prod,Document: Developer Sign,7,9,23,5,4,6,9.0,54.0,6.5
Page View - Total Sessions,139_prod,Untagged Pages,6,10,21,5,4,7,8.83,53.0,6.5
Page View - Total Sessions,139_prod,Dashboard (test),7,11,22,4,2,5,8.5,51.0,6.0
Page View - Total Sessions,139_prod,Contracts Dashboard,7,11,18,0,0,0,6.0,36.0,3.5
Page View - Total Sessions,139_prod,Deal Finder,7,10,16,0,0,0,5.5,33.0,3.5
Page View - Total Sessions,139_prod,Documents,1,2,2,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,139_prod,Project Settings,0,0,0,0,0,3,0.5,3.0,0.0
Page View - Total Sessions,139_prod,Project Settings - Dashboard,0,0,0,0,0,3,0.5,3.0,0.0
Page View - Total Sessions,139_prod,Project Settings - Staff Management,0,0,0,0,0,2,0.33,2.0,0.0
Page View - Total Sessions,139_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,139_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,139_prod,Project Settings - General,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Untagged Pages,21,8,23,8,7,4,11.83,71.0,8.0
Page View - Total Sessions,483_prod,Dashboard (test),16,9,15,7,7,4,9.67,58.0,8.0
Page View - Total Sessions,483_prod,Contracts - Deal Summary,12,5,12,4,4,3,6.67,40.0,4.5
Page View - Total Sessions,483_prod,Contracts Dashboard,16,9,9,0,0,0,5.67,34.0,4.5
Page View - Total Sessions,483_prod,Document: Developer Sign,3,1,8,1,0,2,2.5,15.0,1.5
Page View - Total Sessions,483_prod,New Deal,7,0,3,0,0,0,1.67,10.0,0.0
Page View - Total Sessions,483_prod,Document: Sign in Person,5,0,1,1,1,0,1.33,8.0,1.0
Page View - Total Sessions,483_prod,Deal Finder,6,2,0,0,0,0,1.33,8.0,0.0
Page View - Total Sessions,483_prod,Excel Reporting,2,2,1,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,483_prod,Project Settings,1,0,3,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,483_prod,Project Settings - Dashboard,1,0,3,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,483_prod,Account/Developer/SettingBuildingNew,1,0,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,483_prod,Documents,2,0,1,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,483_prod,Project Settings - Listing Setup,1,0,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,483_prod,Purchaser Portal,1,0,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,483_prod,Contracts - Disclosures & Amendments,0,0,1,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Open and Sign Documents,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Listings,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Sales Center - Reserved Listings,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Project Settings - New Deal Setup,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Project Settings - Options - Map Options,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Project Settings - General,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Project Settings - Staff Management,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Purchaser Realtor Reporting,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,483_prod,Demographics Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Email Sent Log,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Setting - System Override,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Subjects Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Post-Sale Deposit Report,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Post-Sale Payment Report,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Payments Reporting (Legacy),0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Project Settings - Documents - Manual Upload,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Project Settings - Price Model - Color & Custom Status,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,483_prod,Purchase Requests,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,609_prod,Untagged Pages,22,37,35,2,0,0,16.0,96.0,12.0
Page View - Total Sessions,609_prod,Dashboard (test),14,22,13,2,0,0,8.5,51.0,7.5
Page View - Total Sessions,609_prod,Contracts Dashboard,14,22,5,0,0,0,6.83,41.0,2.5
Page View - Total Sessions,609_prod,Purchaser Portal,5,19,10,0,0,0,5.67,34.0,2.5
Page View - Total Sessions,609_prod,Contracts - Deal Summary,11,11,2,0,0,0,4.0,24.0,1.0
Page View - Total Sessions,609_prod,Document: Sign in Person,9,10,0,0,0,0,3.17,19.0,0.0
Page View - Total Sessions,609_prod,Deal Finder,4,1,1,0,0,0,1.0,6.0,0.5
Page View - Total Sessions,609_prod,New Deal,1,5,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,609_prod,Document: Developer Sign,1,2,1,0,0,0,0.67,4.0,0.5
Page View - Total Sessions,609_prod,Excel Reporting,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,609_prod,Sales Center - Reserved Listings,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,609_prod,Project Settings,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,609_prod,Project Settings - Dashboard,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,609_prod,Purchaser Realtor Reporting,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,609_prod,Documents,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,609_prod,Post-Sale Deposit Report,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,609_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Untagged Pages,36,8,6,8,26,26,18.33,110.0,17.0
Page View - Total Sessions,754_prod,Dashboard (test),9,3,0,2,9,3,4.33,26.0,3.0
Page View - Total Sessions,754_prod,Contracts - Deal Summary,6,2,0,0,10,3,3.5,21.0,2.5
Page View - Total Sessions,754_prod,Contracts Dashboard,9,3,0,0,0,0,2.0,12.0,0.0
Page View - Total Sessions,754_prod,Document: Developer Sign,4,1,0,0,4,3,2.0,12.0,2.0
Page View - Total Sessions,754_prod,Document: Sign in Person,6,1,0,0,2,1,1.67,10.0,1.0
Page View - Total Sessions,754_prod,Open and Sign Documents,5,1,0,0,2,1,1.5,9.0,1.0
Page View - Total Sessions,754_prod,Project Settings,5,0,0,0,2,2,1.5,9.0,1.0
Page View - Total Sessions,754_prod,Project Settings - Dashboard,5,0,0,0,2,2,1.5,9.0,1.0
Page View - Total Sessions,754_prod,Sales Grid,7,0,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,754_prod,Contracts - Disclosures & Amendments,1,0,0,0,4,0,0.83,5.0,0.0
Page View - Total Sessions,754_prod,Leads dashboard,3,0,0,1,0,1,0.83,5.0,0.5
Page View - Total Sessions,754_prod,New Deal,4,1,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Documents - Manual Upload,0,0,0,0,3,1,0.67,4.0,0.0
Page View - Total Sessions,754_prod,Deal Finder,3,0,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Staff Management,2,0,0,0,1,0,0.5,3.0,0.0
Page View - Total Sessions,754_prod,Account/Developer/SettingBuildingNew,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Email Sent Log,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Excel Reporting,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Selection Worksheets,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Post-Sale Deposit Report,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Email,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Listing Setup,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Profile Questions,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Realtor Commission,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Templates - Automated Emails,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Templates - Emails,1,0,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Purchase Requests,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Purchaser Portal,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,754_prod,Contracts - Reporting - Sales Rep Performance,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Closing,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Documents,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Demographics Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Listings,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Setting - System Override,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Project Settings - General,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Project Settings - Templates - Addenda,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,754_prod,Purchaser Realtor Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,145_prod,Untagged Pages,28,7,18,1,4,29,14.5,87.0,12.5
Page View - Total Sessions,145_prod,Dashboard (test),20,6,13,0,1,14,9.0,54.0,9.5
Page View - Total Sessions,145_prod,Contracts - Deal Summary,16,5,14,0,0,18,8.83,53.0,9.5
Page View - Total Sessions,145_prod,Contracts Dashboard,20,6,10,0,0,0,6.0,36.0,3.0
Page View - Total Sessions,145_prod,Document: Developer Sign,7,1,7,0,0,10,4.17,25.0,4.0
Page View - Total Sessions,145_prod,Purchaser Portal,7,1,2,0,0,0,1.67,10.0,0.5
Page View - Total Sessions,145_prod,Deal Finder,4,1,1,0,0,0,1.0,6.0,0.5
Page View - Total Sessions,145_prod,Document: Sign in Person,2,0,1,0,0,2,0.83,5.0,0.5
Page View - Total Sessions,145_prod,New Deal,3,1,1,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,145_prod,Open and Sign Documents,1,0,0,0,0,2,0.5,3.0,0.0
Page View - Total Sessions,464_prod,Untagged Pages,55,3,14,6,40,15,22.17,133.0,14.5
Page View - Total Sessions,464_prod,Purchaser Portal,48,2,5,0,0,0,9.17,55.0,1.0
Page View - Total Sessions,464_prod,Contracts - Deal Summary,0,0,0,0,32,13,7.5,45.0,0.0
Page View - Total Sessions,464_prod,Dashboard (test),0,0,0,0,32,12,7.33,44.0,0.0
Page View - Total Sessions,464_prod,Document: Sign in Person,0,0,0,0,1,1,0.33,2.0,0.0
Page View - Total Sessions,544_prod,Untagged Pages,9,17,12,13,20,6,12.83,77.0,12.5
Page View - Total Sessions,544_prod,Dashboard (test),6,15,8,17,15,6,11.17,67.0,11.5
Page View - Total Sessions,544_prod,Contracts - Deal Summary,5,14,6,11,10,3,8.17,49.0,8.0
Page View - Total Sessions,544_prod,Contracts Dashboard,6,15,3,0,0,0,4.0,24.0,1.5
Page View - Total Sessions,544_prod,Document: Developer Sign,3,7,4,2,6,0,3.67,22.0,3.5
Page View - Total Sessions,544_prod,Deal Finder,3,9,2,0,0,0,2.33,14.0,1.0
Page View - Total Sessions,544_prod,Purchaser Portal,0,3,4,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,544_prod,Document: Sign in Person,0,3,0,1,0,0,0.67,4.0,0.0
Page View - Total Sessions,544_prod,Purchaser Realtor Reporting,2,1,1,0,0,0,0.67,4.0,0.5
Page View - Total Sessions,544_prod,Project Settings,0,0,0,1,1,1,0.5,3.0,0.5
Page View - Total Sessions,544_prod,New Deal,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,544_prod,Setting - System Override,0,0,0,1,1,0,0.33,2.0,0.0
Page View - Total Sessions,544_prod,Email Sent Log,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,544_prod,Project Settings - Dashboard,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,735_prod,Untagged Pages,31,51,38,59,24,4,34.5,207.0,34.5
Page View - Total Sessions,735_prod,Purchaser Portal,18,32,9,0,0,0,9.83,59.0,4.5
Page View - Total Sessions,735_prod,Contracts - Deal Summary,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,735_prod,Contracts Dashboard,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,735_prod,Document: Developer Sign,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,735_prod,Dashboard (test),0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,735_prod,Deal Finder,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Untagged Pages,5,6,22,10,16,6,10.83,65.0,8.0
Page View - Total Sessions,172_prod,Contracts - Deal Summary,3,9,22,9,7,1,8.5,51.0,8.0
Page View - Total Sessions,172_prod,Dashboard (test),3,7,15,5,3,3,6.0,36.0,4.0
Page View - Total Sessions,172_prod,Document: Developer Sign,1,6,13,6,6,1,5.5,33.0,6.0
Page View - Total Sessions,172_prod,Listings,2,7,13,0,0,0,3.67,22.0,1.0
Page View - Total Sessions,172_prod,Contracts Dashboard,3,7,10,0,0,0,3.33,20.0,1.5
Page View - Total Sessions,172_prod,Project Settings,0,0,3,1,1,1,1.0,6.0,1.0
Page View - Total Sessions,172_prod,Project Settings - Dashboard,0,0,3,1,1,1,1.0,6.0,1.0
Page View - Total Sessions,172_prod,Purchaser Portal,3,0,1,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,172_prod,Contracts - Disclosures & Amendments,1,0,0,1,1,0,0.5,3.0,0.5
Page View - Total Sessions,172_prod,Project Settings - Documents - Manual Upload,0,0,1,1,1,0,0.5,3.0,0.5
Page View - Total Sessions,172_prod,Project Settings - Templates - Emails,0,0,3,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,172_prod,New Deal,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,172_prod,Project Settings - Staff Management,0,0,1,0,0,1,0.33,2.0,0.0
Page View - Total Sessions,172_prod,Project Settings - Templates - Automated Emails,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,172_prod,Project Settings - Templates - Addenda,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,172_prod,Account/Developer/SettingBuildingNew,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Documents,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Excel Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Post-Sale Deposit Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Post-Sale Payment Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Project Settings - New Deal Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Project Settings - Documents - Order & Visibility,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Project Settings - Email,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Project Settings - Listing Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,172_prod,Purchase Requests,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,587_prod,Untagged Pages,21,45,67,34,13,12,32.0,192.0,27.5
Page View - Total Sessions,587_prod,Purchaser Portal,18,35,22,0,0,0,12.5,75.0,9.0
Page View - Total Sessions,492_prod,Untagged Pages,3,2,24,21,3,70,20.5,123.0,12.0
Page View - Total Sessions,492_prod,Dashboard (test),0,1,4,13,0,5,3.83,23.0,2.5
Page View - Total Sessions,492_prod,Document: Sign in Person,0,0,4,1,0,17,3.67,22.0,0.5
Page View - Total Sessions,492_prod,Project Settings,0,1,2,2,0,4,1.5,9.0,1.5
Page View - Total Sessions,492_prod,Project Settings - Dashboard,0,1,2,2,0,4,1.5,9.0,1.5
Page View - Total Sessions,492_prod,Contracts - Deal Summary,0,0,0,6,0,1,1.17,7.0,0.0
