Event Title,ID,Tagged Page,"Jan 1, 2026","Feb 1, 2026","Mar 1, 2026","Apr 1, 2026","May 1, 2026","Jun 1, 2026",Average,Total,Median
Page View - Total Sessions,482_prod,Demographics Reporting,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,482_prod,Contracts - Reporting - Sales Rep Performance,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,482_prod,Listings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,482_prod,Purchase Requests,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,482_prod,Rescissions Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,679_prod,Untagged Pages,62,54,90,27,57,2,48.67,292.0,55.5
Page View - Total Sessions,679_prod,Dashboard (test),49,43,61,22,39,2,36.0,216.0,41.0
Page View - Total Sessions,679_prod,Contracts - Deal Summary,28,18,46,14,29,1,22.67,136.0,23.0
Page View - Total Sessions,679_prod,Contracts Dashboard,49,43,25,0,0,0,19.5,117.0,12.5
Page View - Total Sessions,679_prod,Document: Developer Sign,16,10,37,12,17,1,15.5,93.0,14.0
Page View - Total Sessions,679_prod,Document: Sign in Person,7,3,11,2,6,0,4.83,29.0,4.5
Page View - Total Sessions,679_prod,Purchaser Portal,6,3,9,0,0,0,3.0,18.0,1.5
Page View - Total Sessions,679_prod,Leads dashboard,0,1,1,4,2,1,1.5,9.0,1.0
Page View - Total Sessions,679_prod,Listings,4,4,1,0,0,0,1.5,9.0,0.5
Page View - Total Sessions,679_prod,New Deal,4,2,2,0,0,0,1.33,8.0,1.0
Page View - Total Sessions,679_prod,Documents,4,3,0,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,679_prod,Deal Finder,2,0,4,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,679_prod,Purchaser Realtor Reporting,1,0,3,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,679_prod,Excel Reporting,1,2,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,679_prod,Open and Sign Documents,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,679_prod,Post-Sale Deposit Report,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,679_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,679_prod,Demand Analytics,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,679_prod,Selection Worksheets,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,679_prod,Project Settings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,679_prod,Project Settings - Dashboard,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,679_prod,Project Settings - Price Model - Color & Custom Status,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Untagged Pages,11,5,23,69,148,83,56.5,339.0,46.0
Page View - Total Sessions,709_prod,Dashboard (test),8,5,22,49,72,40,32.67,196.0,31.0
Page View - Total Sessions,709_prod,Contracts - Deal Summary,3,3,13,33,50,38,23.33,140.0,23.0
Page View - Total Sessions,709_prod,Document: Developer Sign,8,3,10,24,36,18,16.5,99.0,14.0
Page View - Total Sessions,709_prod,Document: Sign in Person,0,1,6,22,36,24,14.83,89.0,14.0
Page View - Total Sessions,709_prod,Contracts Dashboard,8,5,12,0,0,0,4.17,25.0,2.5
Page View - Total Sessions,709_prod,Open and Sign Documents,0,0,2,3,6,3,2.33,14.0,2.5
Page View - Total Sessions,709_prod,Deal Finder,0,0,7,0,0,0,1.17,7.0,0.0
Page View - Total Sessions,709_prod,Project Settings,0,0,2,1,1,2,1.0,6.0,1.0
Page View - Total Sessions,709_prod,Project Settings - Dashboard,0,0,2,1,1,2,1.0,6.0,1.0
Page View - Total Sessions,709_prod,Contracts - Disclosures & Amendments,0,0,3,2,0,0,0.83,5.0,0.0
Page View - Total Sessions,709_prod,Listings,1,2,2,0,0,0,0.83,5.0,0.5
Page View - Total Sessions,709_prod,Post-Sale Deposit Report,0,1,2,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,709_prod,Purchaser Portal,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,709_prod,New Deal,0,0,2,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,709_prod,Contracts - Reporting - Sales Rep Performance,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Documents,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Email Sent Log,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Leads dashboard,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Post-Sale Payment Report,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Project Settings - Documents - Manual Upload,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Project Settings - Staff Management,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,709_prod,Purchase Requests,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Untagged Pages,28,33,51,64,34,21,38.5,231.0,33.5
Page View - Total Sessions,657_prod,Dashboard (test),30,21,33,36,19,15,25.67,154.0,25.5
Page View - Total Sessions,657_prod,Contracts - Deal Summary,15,22,19,33,12,8,18.17,109.0,17.0
Page View - Total Sessions,657_prod,Document: Developer Sign,9,12,14,15,7,2,9.83,59.0,10.5
Page View - Total Sessions,657_prod,Contracts Dashboard,30,21,4,0,0,0,9.17,55.0,2.0
Page View - Total Sessions,657_prod,Document: Sign in Person,4,5,11,8,9,6,7.17,43.0,7.0
Page View - Total Sessions,657_prod,Sales Grid,19,16,6,0,0,0,6.83,41.0,3.0
Page View - Total Sessions,657_prod,Account/Developer/SettingBuildingNew,3,10,7,3,5,0,4.67,28.0,4.0
Page View - Total Sessions,657_prod,Project Settings - Listing Setup,3,10,7,3,5,0,4.67,28.0,4.0
Page View - Total Sessions,657_prod,Project Settings,6,6,2,3,6,0,3.83,23.0,4.5
Page View - Total Sessions,657_prod,Project Settings - Dashboard,6,6,2,3,6,0,3.83,23.0,4.5
Page View - Total Sessions,657_prod,Purchaser Portal,1,10,2,0,0,0,2.17,13.0,0.5
Page View - Total Sessions,657_prod,Deal Finder,4,5,2,0,0,0,1.83,11.0,1.0
Page View - Total Sessions,657_prod,Open and Sign Documents,1,0,3,1,2,4,1.83,11.0,1.5
Page View - Total Sessions,657_prod,Excel Reporting,6,2,0,0,0,0,1.33,8.0,0.0
Page View - Total Sessions,657_prod,Contracts - Disclosures & Amendments,4,1,1,0,0,1,1.17,7.0,1.0
Page View - Total Sessions,657_prod,Project Settings - Templates - Emails,2,2,0,0,3,0,1.17,7.0,1.0
Page View - Total Sessions,657_prod,Listings,2,3,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,657_prod,Project Settings - New Deal Setup,1,1,1,0,2,0,0.83,5.0,1.0
Page View - Total Sessions,657_prod,Documents,3,0,1,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Staff Management,1,1,0,1,1,0,0.67,4.0,1.0
Page View - Total Sessions,657_prod,New Deal,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,657_prod,Project Settings - Documents - Manual Upload,1,1,0,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,657_prod,Project Settings - Documents - Order & Visibility,1,1,0,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,657_prod,Project Settings - Templates - Automated Emails,1,1,0,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,657_prod,Project Settings - Templates - Addenda,1,1,0,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,657_prod,Purchase Requests,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,657_prod,Email Sent Log,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,657_prod,Selection Worksheets,2,0,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,657_prod,Demand Analytics,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Sales Center - Reserved Listings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Sales Grid Settings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Setting - Sync to CRM,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Marketing Assets - Color Scheme,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Marketing Assets - Floor Plans,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Options - Map Options,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - CRM,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Email,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - General,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Price Model - Color & Custom Status,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Price Model - Grid Placement,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,657_prod,Project Settings - Webhooks,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Untagged Pages,101,90,67,73,47,13,65.17,391.0,70.0
Page View - Total Sessions,494_prod,Dashboard (test),45,39,18,13,8,6,21.5,129.0,15.5
Page View - Total Sessions,494_prod,Contracts Dashboard,45,39,14,0,0,0,16.33,98.0,7.0
Page View - Total Sessions,494_prod,Contracts - Deal Summary,31,24,13,11,8,5,15.33,92.0,12.0
Page View - Total Sessions,494_prod,Purchaser Portal,34,19,10,0,0,0,10.5,63.0,5.0
Page View - Total Sessions,494_prod,Deal Finder,18,18,7,0,0,0,7.17,43.0,3.5
Page View - Total Sessions,494_prod,Document: Developer Sign,5,7,2,3,2,0,3.17,19.0,2.5
Page View - Total Sessions,494_prod,Excel Reporting,3,3,0,0,0,0,1.0,6.0,0.0
Page View - Total Sessions,494_prod,Project Settings,2,3,0,1,0,0,1.0,6.0,0.5
Page View - Total Sessions,494_prod,Project Settings - Dashboard,2,3,0,1,0,0,1.0,6.0,0.5
Page View - Total Sessions,494_prod,Project Settings - Staff Management,1,3,0,1,0,0,0.83,5.0,0.5
Page View - Total Sessions,494_prod,Deposit Reporting (Legacy),3,1,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,494_prod,New Deal,0,3,1,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Marketing Assets - Color Scheme,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Marketing Assets - Floor Plates,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Marketing Assets - Floor Plans,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Project Settings - New Deal Setup,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Project Settings - General,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Templates - Addenda,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Templates - Emails,0,1,0,1,0,0,0.33,2.0,0.0
Page View - Total Sessions,494_prod,Account/Developer/SettingBuildingNew,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Demand Analytics,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Demographics Reporting,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Listings,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Selection Worksheets,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Subjects Reporting,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Documents - Manual Upload,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Documents - Order & Visibility,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Email,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Listing Setup,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Profile Questions,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Project Settings - Templates - Automated Emails,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,494_prod,Rescissions Reporting,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Untagged Pages,23,73,75,36,53,44,50.67,304.0,48.5
Page View - Total Sessions,620_prod,Dashboard (test),17,39,56,28,27,22,31.5,189.0,27.5
Page View - Total Sessions,620_prod,Contracts - Deal Summary,6,19,24,11,17,19,16.0,96.0,18.0
Page View - Total Sessions,620_prod,Contracts Dashboard,17,39,39,0,0,0,15.83,95.0,8.5
Page View - Total Sessions,620_prod,Purchaser Portal,4,28,18,0,0,0,8.33,50.0,2.0
Page View - Total Sessions,620_prod,New Deal,8,17,18,0,0,0,7.17,43.0,4.0
Page View - Total Sessions,620_prod,Document: Developer Sign,3,7,6,2,4,9,5.17,31.0,5.0
Page View - Total Sessions,620_prod,Document: Sign in Person,1,2,0,0,2,1,1.0,6.0,1.0
Page View - Total Sessions,620_prod,Project Settings,1,3,1,0,1,0,1.0,6.0,1.0
Page View - Total Sessions,620_prod,Contracts - Disclosures & Amendments,0,1,1,1,1,1,0.83,5.0,1.0
Page View - Total Sessions,620_prod,Project Settings - Dashboard,1,2,1,0,1,0,0.83,5.0,1.0
Page View - Total Sessions,620_prod,Project Settings - Templates - Emails,1,2,0,0,1,0,0.67,4.0,0.5
Page View - Total Sessions,620_prod,Project Settings - Email,1,1,0,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,620_prod,Project Settings - General,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,620_prod,Project Settings - Templates - Addenda,1,1,1,0,0,0,0.5,3.0,0.5
Page View - Total Sessions,620_prod,Excel Reporting,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,620_prod,Open and Sign Documents,0,0,0,0,2,0,0.33,2.0,0.0
Page View - Total Sessions,620_prod,Project Settings - CRM,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Profile Questions,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Staff Management,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Templates - Automated Emails,1,1,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,620_prod,Account/Developer/SettingBuildingNew,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Email Sent Log,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Sales Center - Reserved Listings,0,0,0,1,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Marketing Assets - Color Scheme,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Marketing Assets - Floor Plates,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Marketing Assets - Floor Plans,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - New Deal Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Documents - Manual Upload,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Documents - Order & Visibility,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Listing Setup,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Realtor Commission,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Project Settings - Webhooks,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,620_prod,Purchase Requests,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,533_prod,Untagged Pages,49,138,75,179,72,6,86.5,519.0,73.5
Page View - Total Sessions,533_prod,Purchaser Portal,27,114,40,0,0,0,30.17,181.0,13.5
Page View - Total Sessions,533_prod,Dashboard (test),1,7,7,32,21,3,11.83,71.0,7.0
Page View - Total Sessions,533_prod,Contracts - Deal Summary,0,0,2,13,17,1,5.5,33.0,1.5
Page View - Total Sessions,533_prod,Document: Developer Sign,0,0,2,8,13,1,4.0,24.0,1.5
Page View - Total Sessions,533_prod,Contracts Dashboard,1,7,5,0,0,0,2.17,13.0,0.5
Page View - Total Sessions,533_prod,Contracts - Disclosures & Amendments,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,533_prod,Excel Reporting,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,533_prod,Listings,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Untagged Pages,36,80,37,15,42,22,38.67,232.0,36.5
Page View - Total Sessions,406_prod,Dashboard (test),33,48,30,7,33,14,27.5,165.0,31.5
Page View - Total Sessions,406_prod,Contracts Dashboard,33,48,24,0,0,0,17.5,105.0,12.0
Page View - Total Sessions,406_prod,Contracts - Deal Summary,8,28,17,3,20,10,14.33,86.0,13.5
Page View - Total Sessions,406_prod,Document: Sign in Person,8,20,8,2,14,8,10.0,60.0,8.0
Page View - Total Sessions,406_prod,Purchaser Portal,4,28,3,0,0,0,5.83,35.0,1.5
Page View - Total Sessions,406_prod,Deal Finder,3,18,6,0,0,0,4.5,27.0,1.5
Page View - Total Sessions,406_prod,Document: Developer Sign,2,11,5,0,2,2,3.67,22.0,2.0
Page View - Total Sessions,406_prod,Project Settings,3,3,3,2,8,3,3.67,22.0,3.0
Page View - Total Sessions,406_prod,Project Settings - Dashboard,3,3,3,1,8,3,3.5,21.0,3.0
Page View - Total Sessions,406_prod,Project Settings - Staff Management,1,2,2,1,5,2,2.17,13.0,2.0
Page View - Total Sessions,406_prod,Contracts - Disclosures & Amendments,4,1,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,406_prod,Listings,0,1,4,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,406_prod,Account/Developer/SettingBuildingNew,1,1,0,0,2,0,0.67,4.0,0.5
Page View - Total Sessions,406_prod,Excel Reporting,2,2,0,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Listing Setup,1,1,0,0,2,0,0.67,4.0,0.5
Page View - Total Sessions,406_prod,Documents,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,406_prod,Open and Sign Documents,1,1,0,0,1,0,0.5,3.0,0.5
Page View - Total Sessions,406_prod,New Deal,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Marketing Assets - Floor Plans,0,1,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Profile Questions,0,1,0,0,1,0,0.33,2.0,0.0
Page View - Total Sessions,406_prod,Purchaser Realtor Reporting,1,0,1,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,406_prod,Sales Center - Backup Offers,0,0,1,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Marketing Assets - Color Scheme,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Marketing Assets - Floor Plates,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - New Deal Setup,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Options - Map Options,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - CRM,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Documents - Manual Upload,0,0,0,0,0,1,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Email,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - General,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Price Model - Color & Custom Status,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Price Model - Grid Placement,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Realtor Commission,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Templates - Addenda,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,406_prod,Project Settings - Templates - Emails,0,0,0,0,1,0,0.17,1.0,0.0
Page View - Total Sessions,514_prod,Untagged Pages,45,63,45,27,42,20,40.33,242.0,43.5
Page View - Total Sessions,514_prod,Dashboard (test),31,50,29,16,24,15,27.5,165.0,26.5
Page View - Total Sessions,514_prod,Contracts - Deal Summary,9,39,25,11,19,12,19.17,115.0,15.5
Page View - Total Sessions,514_prod,Contracts Dashboard,31,50,19,0,0,0,16.67,100.0,9.5
Page View - Total Sessions,514_prod,Document: Developer Sign,8,20,15,6,7,2,9.67,58.0,7.5
Page View - Total Sessions,514_prod,Document: Sign in Person,1,13,8,6,3,3,5.67,34.0,4.5
Page View - Total Sessions,514_prod,Purchaser Portal,13,8,6,0,0,0,4.5,27.0,3.0
Page View - Total Sessions,514_prod,Open and Sign Documents,1,10,1,5,3,0,3.33,20.0,2.0
Page View - Total Sessions,514_prod,Deal Finder,8,5,2,0,0,0,2.5,15.0,1.0
Page View - Total Sessions,514_prod,New Deal,1,11,3,0,0,0,2.5,15.0,0.5
Page View - Total Sessions,514_prod,Excel Reporting,8,4,1,0,0,0,2.17,13.0,0.5
Page View - Total Sessions,514_prod,Documents,5,0,0,0,0,0,0.83,5.0,0.0
Page View - Total Sessions,514_prod,Email Sent Log,1,0,3,0,0,0,0.67,4.0,0.0
Page View - Total Sessions,514_prod,Contracts - Disclosures & Amendments,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,514_prod,Listings,2,1,0,0,0,0,0.5,3.0,0.0
Page View - Total Sessions,514_prod,Project Settings,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,514_prod,Project Settings - Dashboard,0,2,0,0,0,0,0.33,2.0,0.0
Page View - Total Sessions,514_prod,Deposit Reporting (Legacy),0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,514_prod,Post-Sale Deposit Report,1,0,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,514_prod,Project Settings - Email,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,514_prod,Project Settings - General,0,1,0,0,0,0,0.17,1.0,0.0
Page View - Total Sessions,715_prod,Untagged Pages,34,10,11,43,37,33,28.0,168.0,33.5
Page View - Total Sessions,715_prod,Dashboard (test),34,11,14,39,35,25,26.33,158.0,29.5
Page View - Total Sessions,715_prod,Project Settings,23,4,3,21,25,12,14.67,88.0,16.5
Page View - Total Sessions,715_prod,Project Settings - Dashboard,22,4,3,19,25,12,14.17,85.0,15.5
Page View - Total Sessions,715_prod,Contracts - Deal Summary,12,6,4,5,15,13,9.17,55.0,9.0
Page View - Total Sessions,715_prod,Contracts Dashboard,34,11,9,0,0,0,9.0,54.0,4.5
Page View - Total Sessions,715_prod,Project Settings - Staff Management,12,0,1,7,4,4,4.67,28.0,4.0
Page View - Total Sessions,715_prod,Documents/Addenda/Contract,5,0,3,11,4,2,4.17,25.0,3.5
Page View - Total Sessions,715_prod,Contracts - Disclosures & Amendments,6,1,0,0,0,7,2.33,14.0,0.5
Page View - Total Sessions,715_prod,Document: Sign in Person,1,0,0,1,5,6,2.17,13.0,1.0
